gender,weight,height,age,activity,goal,target_weight,days,calories,protein,carbs,fat
male,55,177,43,low,build_muscle,67,173,2031,106,286,50
female,96,183,48,moderate,lose_weight,79,179,1980,157,225,49
female,65,171,39,high,gain_weight,68,95,2556,138,334,73
male,66,157,40,low,build_muscle,70,55,2097,119,277,56
male,55,154,26,moderate,gain_weight,64,155,2485,110,328,80
male,100,179,18,low,gain_weight,115,59,2784,191,353,67
female,77,155,33,high,gain_weight,84,34,2907,147,400,79
female,93,186,44,low,gain_weight,111,146,2325,185,251,63
male,89,167,50,moderate,gain_weight,109,155,3023,184,400,75
female,51,169,43,high,gain_weight,63,178,2418,103,349,66
male,69,153,46,moderate,build_muscle,75,169,2504,128,309,83
female,66,183,39,moderate,lose_weight,39,159,1614,131,166,47
male,96,180,34,high,gain_weight,108,95,3560,200,441,110
male,52,172,35,moderate,gain_weight,66,89,2532,83,370,79
male,52,183,35,low,gain_weight,59,151,2078,109,285,55
female,60,159,18,low,lose_weight,38,53,832,111,54,18
male,66,166,33,high,lose_weight,61,90,2135,130,263,62
male,93,190,47,low,lose_weight,62,68,1623,196,90,53
male,94,161,42,moderate,build_muscle,100,34,2944,152,385,87
male,56,177,44,moderate,lose_weight,38,54,1539,117,175,40
female,63,190,43,high,build_muscle,71,89,2818,137,399,74
male,57,171,31,moderate,lose_weight,45,76,1604,116,176,48
male,64,171,18,high,gain_weight,77,113,3074,105,442,98
female,54,167,25,moderate,build_muscle,59,169,2230,102,328,56
male,71,175,50,low,lose_weight,47,68,1191,155,82,26
male,76,175,45,high,build_muscle,98,116,3087,164,377,102
female,51,182,20,high,build_muscle,63,68,2595,105,389,68
male,55,158,21,high,build_muscle,71,33,2754,97,395,87
female,87,175,19,low,gain_weight,93,162,2338,155,286,63
female,83,171,27,low,gain_weight,98,75,2201,140,275,59
female,68,153,34,moderate,build_muscle,76,138,2315,114,307,69
male,51,154,27,low,gain_weight,56,176,1954,88,269,57
male,63,153,44,low,lose_weight,42,50,1015,129,70,23
male,62,180,30,moderate,gain_weight,77,78,2769,101,440,66
male,60,179,50,high,build_muscle,73,101,2769,102,405,81
male,60,165,26,high,gain_weight,78,164,2850,127,441,63
male,86,188,26,low,lose_weight,68,49,1544,153,142,39
female,80,179,28,high,lose_weight,64,67,2095,175,241,47
male,50,155,22,high,lose_weight,35,51,1627,106,185,50
male,61,163,38,moderate,gain_weight,69,126,2489,127,353,62
male,60,169,29,high,build_muscle,64,42,2926,100,476,69
female,67,166,30,low,lose_weight,61,136,1343,140,102,41
female,59,160,20,high,build_muscle,70,130,2560,119,362,70
male,75,156,35,moderate,gain_weight,91,40,2599,151,340,69
female,52,188,21,moderate,lose_weight,37,132,1606,84,217,44
male,92,170,30,low,gain_weight,102,136,2522,169,302,70
male,74,162,20,low,build_muscle,81,73,2227,142,261,68
female,80,160,42,low,build_muscle,89,137,1930,172,206,46
male,96,174,44,moderate,gain_weight,114,79,3162,170,389,102
male,68,180,36,moderate,build_muscle,81,165,2969,110,418,94
male,89,165,32,moderate,gain_weight,101,70,2974,157,424,71
female,83,188,32,high,build_muscle,87,154,3285,169,419,103
male,99,161,50,low,build_muscle,102,41,2293,206,237,57
male,96,160,44,high,lose_weight,86,165,2531,172,271,83
male,86,151,25,low,gain_weight,109,115,2326,143,274,72
female,96,166,29,high,lose_weight,82,42,2215,168,272,50
female,63,172,27,low,gain_weight,66,156,1963,131,217,63
male,95,159,37,high,build_muscle,103,70,3369,196,452,85
female,65,187,25,low,build_muscle,70,124,2320,118,293,74
female,73,150,18,high,gain_weight,82,52,2809,130,427,64
female,77,177,29,high,build_muscle,86,45,3037,147,444,74
male,63,164,28,high,build_muscle,74,140,2936,104,429,88
female,53,190,40,moderate,lose_weight,48,180,1861,90,278,43
female,65,171,48,high,gain_weight,78,137,2626,116,398,62
female,56,180,26,low,build_muscle,67,39,1955,120,269,44
male,57,156,40,moderate,build_muscle,59,100,2315,115,342,53
female,77,180,23,low,lose_weight,50,35,1280,156,91,31
female,50,180,48,high,build_muscle,62,147,2465,88,344,81
male,97,153,22,high,build_muscle,101,80,3477,179,476,94
male,59,159,20,high,gain_weight,75,171,2792,99,447,67
female,52,190,47,high,gain_weight,65,173,2499,103,386,59
male,85,150,47,moderate,build_muscle,92,90,2791,152,339,91
male,66,161,44,high,lose_weight,41,134,1726,108,234,39
female,81,162,50,moderate,build_muscle,97,178,2546,177,322,60
male,68,160,42,low,lose_weight,41,176,1060,131,61,32
male,59,185,24,low,lose_weight,35,112,1194,106,106,38
female,81,180,40,moderate,gain_weight,85,63,2820,143,371,84
female,90,167,39,high,lose_weight,84,157,2508,164,286,78
female,62,155,19,high,lose_weight,49,51,1524,107,183,40
female,70,153,36,high,build_muscle,89,162,2584,124,378,63
male,79,181,37,high,lose_weight,70,173,2664,131,387,65
male,90,184,38,high,lose_weight,73,122,2451,180,270,71
female,64,159,23,low,lose_weight,46,42,992,103,79,28
male,82,166,43,moderate,build_muscle,90,46,2888,170,335,96
male,68,171,32,high,build_muscle,74,56,3124,115,456,92
female,50,172,45,low,build_muscle,61,170,1650,96,204,49
female,90,155,38,high,gain_weight,95,65,2950,169,384,81
male,71,163,31,low,build_muscle,81,77,2248,153,258,66
female,78,154,38,moderate,lose_weight,50,46,1375,127,116,44
female,94,160,50,low,build_muscle,100,177,2084,171,237,49
female,53,174,32,low,build_muscle,58,65,1846,96,252,50
female,78,183,29,high,build_muscle,90,31,3138,140,474,75
male,50,167,38,moderate,lose_weight,40,176,1587,92,195,48
female,81,184,48,high,gain_weight,85,142,2978,139,385,97
female,82,159,42,low,build_muscle,103,133,1980,179,178,61
female,97,162,41,low,gain_weight,125,60,2232,159,278,53
female,67,165,47,moderate,build_muscle,76,133,2321,131,322,56
male,71,161,36,high,gain_weight,79,130,2968,140,441,71
male,80,186,18,high,build_muscle,97,139,3597,153,480,117
female,94,185,29,moderate,lose_weight,84,166,2248,166,277,52
female,55,168,46,moderate,lose_weight,34,106,1110,119,76,36
male,61,156,26,high,gain_weight,68,146,2842,111,388,93
female,67,154,42,moderate,lose_weight,57,75,1272,127,104,37
female,55,176,49,low,build_muscle,65,160,1782,116,228,44
female,57,167,43,high,build_muscle,64,69,2595,106,360,80
male,72,187,21,high,gain_weight,81,102,3389,143,503,89
female,77,187,34,high,build_muscle,83,161,3012,147,449,69
female,74,187,46,moderate,gain_weight,90,110,2675,137,351,80
female,56,183,26,high,build_muscle,60,35,2824,94,466,64
male,71,160,41,moderate,lose_weight,48,109,1626,114,170,53
female,58,179,30,low,gain_weight,63,43,2006,101,272,56
male,64,184,39,low,lose_weight,58,167,1734,116,221,42
male,89,171,50,low,gain_weight,101,144,2431,163,265,79
male,85,169,27,high,build_muscle,87,71,3291,166,481,77
male,71,163,24,moderate,build_muscle,79,53,2752,129,381,78
female,57,150,46,moderate,gain_weight,62,162,2143,103,278,67
male,69,158,45,moderate,gain_weight,82,162,2579,118,390,60
male,96,186,42,moderate,gain_weight,106,98,3234,182,438,83
female,60,170,22,low,build_muscle,77,169,1983,105,254,60
male,90,166,22,low,lose_weight,80,139,1687,171,149,44
male,68,189,24,moderate,build_muscle,72,173,3126,114,453,94
female,77,187,37,high,build_muscle,96,135,3116,148,438,85
male,84,159,41,low,build_muscle,92,79,2221,148,274,58
male,93,168,50,low,build_muscle,96,125,2442,152,326,58
male,93,186,47,high,build_muscle,106,65,3497,189,443,107
female,52,167,50,moderate,build_muscle,67,55,2081,112,256,67
male,80,156,44,moderate,lose_weight,48,109,1699,128,179,52
female,84,174,36,high,gain_weight,100,126,2980,184,342,97
male,87,183,31,low,gain_weight,93,131,2571,156,306,80
female,75,163,44,moderate,gain_weight,87,43,2493,141,312,74
male,81,161,42,low,build_muscle,93,123,2334,178,261,63
female,93,165,47,moderate,build_muscle,103,164,2772,189,305,87
female,54,184,20,low,gain_weight,68,155,2050,95,293,55
female,73,161,26,high,gain_weight,80,96,2801,136,402,71
male,70,184,45,low,gain_weight,78,174,2268,131,268,74
female,83,166,37,high,gain_weight,94,75,3036,170,415,76
female,60,165,48,moderate,gain_weight,65,115,2349,121,344,53
female,85,151,46,moderate,lose_weight,75,107,1506,173,120,36
female,68,159,25,low,build_muscle,83,137,2075,119,254,64
female,77,173,49,moderate,gain_weight,84,82,2503,165,328,58
male,61,177,35,low,gain_weight,67,151,2165,116,311,50
male,67,167,31,low,build_muscle,87,163,2170,137,260,64
female,99,151,24,moderate,lose_weight,88,50,1906,174,189,49
male,71,174,49,moderate,build_muscle,82,76,2726,132,381,74
male,93,184,48,moderate,gain_weight,113,141,3120,163,406,93
female,65,153,29,high,build_muscle,81,49,2461,125,342,65
male,69,176,41,moderate,gain_weight,72,120,2798,118,378,89
female,61,156,19,high,lose_weight,37,145,1626,123,166,51
female,84,170,33,high,build_muscle,100,37,3077,139,456,77
female,73,157,21,low,gain_weight,92,102,2163,142,279,52
female,99,184,32,high,gain_weight,104,109,3523,213,480,82
female,73,155,26,moderate,lose_weight,53,108,1432,153,103,44
male,68,182,40,high,build_muscle,70,87,3109,140,439,87
female,82,172,29,moderate,lose_weight,56,56,1841,131,220,48
female,90,172,27,high,build_muscle,97,32,3224,157,486,71
female,78,187,34,high,build_muscle,101,77,3170,160,471,71
female,66,174,47,low,gain_weight,79,178,1915,107,237,59
male,67,166,34,low,build_muscle,69,46,2208,127,270,68
female,90,167,45,high,build_muscle,98,155,3095,163,427,81
female,63,153,34,low,gain_weight,78,107,1824,116,236,45
female,71,170,21,high,build_muscle,82,43,2879,118,432,75
male,69,188,30,high,build_muscle,75,77,3356,137,497,90
male,63,159,40,moderate,lose_weight,38,41,1562,110,163,51
female,96,155,26,low,lose_weight,78,61,1315,162,79,38
female,76,177,44,high,lose_weight,60,79,1865,150,195,53
female,75,151,35,high,gain_weight,79,109,2660,121,410,59
female,73,174,33,moderate,lose_weight,55,67,1608,120,185,42
male,92,168,34,high,gain_weight,111,142,3325,183,460,83
female,83,162,30,low,gain_weight,107,166,2267,158,268,62
female,100,163,43,moderate,build_muscle,103,159,2929,160,367,90
male,77,179,47,moderate,gain_weight,97,94,2828,137,419,66
female,66,163,45,high,lose_weight,48,166,1559,143,146,44
male,84,171,49,low,gain_weight,92,53,2438,138,299,76
female,57,154,31,high,build_muscle,59,78,2580,96,401,65
male,78,166,50,low,build_muscle,96,101,2177,140,277,56
female,90,154,36,low,gain_weight,97,95,2277,160,262,64
female,96,165,21,moderate,gain_weight,122,91,2856,210,318,82
male,83,156,49,moderate,gain_weight,97,75,2797,175,325,88
female,96,169,22,high,gain_weight,124,116,3256,155,492,73
male,56,178,50,high,build_muscle,69,37,2757,108,399,80
female,99,154,26,high,lose_weight,76,158,2100,217,179,56
male,53,171,40,low,gain_weight,68,149,2110,107,305,50
male,88,158,38,moderate,gain_weight,107,89,2888,166,406,66
male,54,186,37,high,gain_weight,61,139,2911,90,486,67
female,52,180,20,high,lose_weight,36,128,1688,102,213,47
male,67,185,19,high,gain_weight,75,123,3342,140,457,105
male,74,152,50,low,build_muscle,88,85,2118,134,282,49
male,100,157,20,low,lose_weight,88,53,1628,217,82,47
male,63,159,31,high,lose_weight,56,165,2203,101,308,62
female,97,186,42,low,gain_weight,115,31,2553,194,282,71
male,51,179,42,high,build_muscle,65,154,2807,85,413,89
female,71,150,42,high,lose_weight,43,134,1594,145,166,38
female,78,173,26,high,gain_weight,101,93,3030,139,421,87
male,52,156,26,high,build_muscle,63,53,2552,83,396,70
male,65,170,26,low,build_muscle,76,71,2167,134,268,61
male,92,183,18,moderate,build_muscle,97,120,3325,153,455,98
male,97,162,36,low,gain_weight,106,90,2371,171,297,55
female,93,153,20,high,build_muscle,110,101,3084,174,403,85
female,69,171,45,moderate,lose_weight,56,172,1518,130,145,45
female,93,190,46,low,lose_weight,74,37,1343,157,88,39
female,74,157,48,low,build_muscle,79,147,1972,134,249,48
male,96,167,46,low,build_muscle,103,38,2440,204,250,68
female,83,154,43,low,gain_weight,101,90,2032,182,224,45
male,60,190,40,low,build_muscle,68,151,2318,113,299,74
male,69,157,24,low,build_muscle,87,109,2316,121,288,75
male,58,174,18,low,gain_weight,68,156,2243,110,304,65
male,70,183,40,moderate,gain_weight,81,89,2880,122,433,72
male,56,163,47,moderate,lose_weight,51,44,1458,118,143,45
male,61,175,35,low,gain_weight,68,162,2220,107,297,66
female,71,160,43,high,lose_weight,54,121,1555,122,170,42
female,93,164,48,moderate,build_muscle,115,52,2774,168,325,88
male,74,188,38,low,lose_weight,60,66,1455,147,141,33
female,89,162,47,high,build_muscle,106,37,2919,155,417,70
female,59,186,48,high,build_muscle,72,128,2738,104,441,61
male,79,167,19,low,lose_weight,50,177,1298,165,78,35
male,66,187,33,low,gain_weight,73,83,2421,107,361,60
female,68,188,28,high,build_muscle,75,179,3135,112,472,88
female,68,184,29,low,build_muscle,77,92,2069,148,261,48
female,90,162,50,low,gain_weight,112,60,2080,181,209,57
male,92,157,19,low,gain_weight,110,46,2479,191,258,75
female,56,155,22,moderate,lose_weight,34,175,1322,116,126,39
female,91,152,20,low,lose_weight,84,79,1275,197,54,29
female,81,184,24,high,lose_weight,54,51,2287,164,289,52
male,60,182,18,moderate,lose_weight,37,76,1830,111,222,54
female,64,190,28,high,gain_weight,69,110,3127,135,434,94
female,71,176,19,low,lose_weight,42,97,1131,126,84,32
male,79,184,35,low,gain_weight,88,87,2390,128,313,69
male,60,152,40,moderate,gain_weight,66,61,2433,121,356,57
male,97,162,38,high,build_muscle,125,127,3323,203,407,97
male,58,190,33,high,gain_weight,75,162,3130,119,498,73
female,97,183,19,high,build_muscle,115,97,3635,204,503,89
male,99,176,32,high,lose_weight,67,161,2578,195,264,82
female,76,173,29,low,build_muscle,89,88,2235,147,283,56
female,73,164,29,high,gain_weight,84,108,2813,153,385,73
male,68,158,18,moderate,build_muscle,76,114,2814,129,413,71
female,99,169,32,low,gain_weight,120,143,2396,173,252,76
male,55,158,36,moderate,lose_weight,50,34,1414,106,167,35
male,94,163,49,low,gain_weight,119,121,2476,176,314,57
female,92,152,18,high,gain_weight,117,165,3003,176,391,81
female,52,173,29,high,gain_weight,55,114,2629,95,429,58
male,82,157,32,moderate,build_muscle,105,140,2861,176,341,87
male,89,180,31,high,build_muscle,110,179,3545,168,503,95
male,72,179,34,moderate,lose_weight,47,40,1864,135,204,55
male,69,182,34,high,gain_weight,79,170,3203,141,441,96
male,58,163,19,moderate,build_muscle,75,30,2625,121,392,63
female,64,168,47,moderate,build_muscle,79,43,2225,126,306,54
female,55,179,48,high,lose_weight,46,41,1426,95,173,38
male,88,182,50,moderate,lose_weight,60,67,2123,186,211,58
female,65,178,44,low,lose_weight,42,83,985,132,63,22
male,83,155,21,low,gain_weight,101,136,2335,162,294,56
female,51,182,31,low,lose_weight,37,67,994,89,88,31
male,68,172,30,moderate,build_muscle,70,154,2855,144,423,64
male,56,179,46,moderate,lose_weight,49,144,1961,99,283,47
female,89,170,29,high,gain_weight,103,122,3175,165,449,79
female,98,180,45,high,build_muscle,124,103,3304,188,461,78
male,86,156,47,low,lose_weight,79,174,1613,171,139,40
male,79,164,22,high,build_muscle,100,60,3195,152,414,103
male,63,171,40,low,build_muscle,69,144,2231,135,293,57
female,86,156,34,high,lose_weight,60,70,1892,139,207,56
male,54,160,22,low,lose_weight,36,113,1025,94,89,32
male,83,151,39,high,lose_weight,60,179,1954,158,198,58
male,63,167,38,moderate,build_muscle,79,107,2637,132,368,70
female,62,165,38,low,gain_weight,68,177,1766,124,194,54
male,57,157,40,low,lose_weight,38,168,873,107,63,20
male,59,156,22,moderate,gain_weight,73,65,2658,97,385,80
male,84,178,30,high,lose_weight,57,172,2343,162,277,65
female,67,170,41,low,gain_weight,77,175,2034,137,247,54
male,83,178,45,low,lose_weight,76,118,1695,137,174,49
female,85,171,44,moderate,gain_weight,109,155,2624,148,343,73
male,100,162,40,low,build_muscle,113,122,2529,195,277,70
female,87,158,45,moderate,gain_weight,96,127,2471,147,322,65
male,81,172,27,moderate,build_muscle,96,125,3147,134,462,84
male,77,178,32,low,lose_weight,61,176,1364,133,113,41
female,78,178,49,low,lose_weight,54,71,1041,142,58,26
male,52,169,42,low,build_muscle,54,81,1958,86,256,65
female,99,168,25,moderate,build_muscle,108,71,3144,163,426,87
male,54,183,40,high,gain_weight,67,113,2865,86,470,70
male,74,162,29,moderate,gain_weight,77,119,2824,147,351,91
female,77,177,39,low,gain_weight,94,176,2162,167,232,62
male,66,190,43,high,build_muscle,71,102,3204,135,454,94
female,89,153,24,high,build_muscle,91,165,2924,193,380,69
female,51,152,49,moderate,gain_weight,66,67,1968,88,265,61
male,79,173,26,moderate,lose_weight,64,55,2006,170,193,61
male,78,180,37,high,build_muscle,99,85,3255,134,438,107
male,90,167,47,low,gain_weight,109,159,2409,187,273,63
female,57,189,38,low,gain_weight,60,94,2050,123,252,60
male,71,179,46,moderate,lose_weight,65,60,1788,132,213,44
female,67,186,18,high,lose_weight,49,82,2074,145,231,62
male,86,157,30,moderate,build_muscle,107,38,2932,142,426,72
female,54,160,23,high,lose_weight,49,30,1528,100,192,39
female,58,152,48,moderate,build_muscle,69,84,2074,122,287,48
female,71,167,24,high,build_muscle,92,30,2981,124,423,87
female,95,158,40,high,build_muscle,105,123,3139,194,373,96
male,75,152,47,high,build_muscle,87,44,2801,149,361,84
female,55,159,50,high,lose_weight,35,154,1298,88,150,38
male,100,190,40,moderate,build_muscle,113,138,3392,193,474,79
male,58,185,50,moderate,gain_weight,69,79,2571,94,381,74
female,52,160,42,moderate,build_muscle,66,55,2240,92,335,58
male,98,161,19,moderate,build_muscle,116,178,3274,161,458,88
male,99,170,28,moderate,lose_weight,83,63,2367,170,284,60
male,52,188,24,high,build_muscle,55,165,3142,103,452,101
male,81,175,19,high,gain_weight,96,49,3318,133,468,101
female,84,156,23,low,gain_weight,106,162,2246,134,284,63
male,68,160,32,moderate,lose_weight,63,106,1967,121,260,48
male,72,155,23,low,lose_weight,53,99,1138,156,58,31
female,66,164,29,high,gain_weight,77,62,2840,110,419,80
male,66,172,27,low,gain_weight,76,31,2295,134,320,52
female,56,162,38,high,build_muscle,64,33,2480,98,375,64
male,96,184,50,high,gain_weight,107,102,3514,194,476,92
male,68,179,35,low,lose_weight,43,32,1178,129,83,36
male,92,183,32,high,gain_weight,119,176,3677,182,544,85
female,80,155,28,high,gain_weight,92,165,2889,163,358,89
female,76,190,28,high,lose_weight,64,154,2306,122,313,62
female,81,161,34,low,build_muscle,86,136,1965,139,244,47
female,71,180,23,low,build_muscle,88,132,2164,132,281,56
male,51,179,31,moderate,gain_weight,54,180,2676,91,441,60
female,94,150,29,low,lose_weight,73,169,1204,164,69,29
male,65,187,48,high,lose_weight,49,147,1962,131,245,50
male,100,186,23,moderate,build_muscle,114,142,3406,200,429,98
male,71,180,41,moderate,gain_weight,90,64,2756,152,356,80
male,87,186,50,high,lose_weight,72,80,2329,162,254,73
male,94,157,26,high,gain_weight,107,75,3500,199,488,83
female,98,151,30,low,lose_weight,83,71,1309,197,36,41
male,73,178,23,moderate,lose_weight,52,89,1914,117,242,52
male,62,155,40,low,build_muscle,71,51,1888,133,243,42
female,95,158,35,low,gain_weight,109,162,2326,165,258,70
male,99,169,49,high,gain_weight,116,69,3376,214,392,105
male,89,177,27,high,build_muscle,109,80,3437,173,438,109
female,94,183,31,high,lose_weight,80,93,2291,165,269,61
female,75,157,25,moderate,gain_weight,85,71,2560,164,287,83
male,53,179,38,high,lose_weight,46,85,1930,98,262,54
male,78,151,37,high,build_muscle,99,69,2882,127,400,85
male,98,184,38,moderate,gain_weight,118,35,3377,197,449,87
female,79,162,30,moderate,build_muscle,97,166,2674,148,333,82
female,98,186,48,high,gain_weight,108,102,3208,176,448,78
male,61,169,40,moderate,gain_weight,67,148,2508,116,333,78
female,94,153,38,low,gain_weight,115,141,2174,165,232,64
male,74,183,31,moderate,gain_weight,79,66,3033,125,435,87
male,74,152,39,high,gain_weight,94,105,2840,119,428,72
female,87,150,18,moderate,lose_weight,58,114,1767,169,175,42
male,79,169,39,high,lose_weight,65,115,2078,168,205,64
female,68,176,26,moderate,lose_weight,62,87,1768,120,225,42
male,50,172,39,low,build_muscle,59,83,1924,92,278,49
male,94,181,29,high,gain_weight,119,140,3601,204,478,96
female,83,152,45,moderate,lose_weight,65,92,1364,142,128,31
male,61,188,39,low,gain_weight,65,166,2157,123,292,54
female,77,162,49,high,build_muscle,93,54,2708,127,355,86
female,100,167,18,high,gain_weight,119,33,3316,179,424,100
male,67,168,22,high,gain_weight,69,83,3146,139,444,90
male,96,158,46,moderate,lose_weight,69,172,1989,198,160,61
male,81,171,40,moderate,gain_weight,101,65,2926,177,392,71
female,61,184,21,moderate,build_muscle,71,107,2740,114,422,65
male,85,182,44,high,gain_weight,107,44,3352,171,452,95
female,65,161,46,low,gain_weight,70,73,1816,120,200,58
female,85,152,32,high,gain_weight,100,73,2924,171,411,65
female,62,169,50,moderate,build_muscle,78,104,2216,116,283,68
male,51,189,24,low,build_muscle,59,90,2196,102,283,72
female,52,162,19,high,build_muscle,58,180,2426,90,344,76
male,98,158,45,moderate,gain_weight,116,55,3005,176,361,94
female,52,181,22,high,gain_weight,56,176,2640,100,413,65
female,83,152,26,low,build_muscle,96,40,2203,178,242,57
male,82,159,21,high,lose_weight,67,139,2175,168,258,51
female,92,175,25,low,gain_weight,94,152,2515,154,323,67
male,82,150,20,high,lose_weight,71,160,2384,170,249,78
female,65,169,36,moderate,lose_weight,46,150,1508,125,170,35
female,59,169,31,high,build_muscle,67,160,2593,111,355,80
female,79,189,25,moderate,build_muscle,93,152,2919,165,393,76
male,74,177,43,moderate,build_muscle,76,41,2768,134,364,85
male,55,153,38,high,build_muscle,68,152,2728,105,376,88
male,61,169,42,moderate,build_muscle,67,113,2588,106,382,70
female,65,159,50,high,gain_weight,80,124,2334,139,321,54
male,95,159,28,high,gain_weight,106,168,3431,174,436,109
male,60,178,50,moderate,lose_weight,38,70,1669,125,169,54
male,83,166,20,moderate,gain_weight,100,54,3021,173,400,80
male,93,174,22,high,lose_weight,60,138,2548,177,272,82
female,100,159,25,low,gain_weight,124,154,2343,193,233,70
female,87,184,32,moderate,build_muscle,105,58,2946,172,365,88
female,85,175,33,moderate,lose_weight,60,156,1843,165,193,45
male,79,153,48,moderate,gain_weight,88,138,2531,166,319,64
male,84,162,29,moderate,gain_weight,91,69,2972,159,417,73
male,59,189,23,moderate,gain_weight,74,59,2945,120,413,89
male,67,171,49,low,gain_weight,81,114,2188,145,288,50
female,90,175,26,moderate,gain_weight,108,171,2976,160,417,73
male,93,167,19,high,lose_weight,57,172,2584,199,264,80
male,90,181,35,low,lose_weight,68,32,1467,190,99,34
female,80,151,28,high,build_muscle,95,61,2789,164,392,62
male,89,156,39,low,lose_weight,78,167,1487,176,104,40
female,73,180,50,moderate,gain_weight,91,59,2626,156,309,85
female,94,188,40,high,lose_weight,85,135,2503,197,275,67
male,84,179,48,high,gain_weight,88,53,3242,158,455,87
male,100,182,43,moderate,gain_weight,105,126,3343,187,420,101
male,52,174,47,high,build_muscle,64,76,2727,93,402,82
male,59,177,23,low,lose_weight,43,145,1281,122,126,31
female,73,189,42,low,gain_weight,91,180,2067,150,246,53
female,67,185,20,high,lose_weight,60,146,2415,116,353,59
male,68,180,40,high,gain_weight,80,90,3057,136,412,95
male,59,163,36,moderate,lose_weight,43,78,1431,94,190,31
female,73,187,34,low,gain_weight,91,44,2168,150,279,50
male,65,150,48,moderate,gain_weight,67,124,2411,106,322,77
male,86,151,42,high,build_muscle,92,159,3164,143,422,100
female,97,189,24,moderate,build_muscle,115,154,3234,163,458,82
female,65,159,40,moderate,lose_weight,40,74,1269,127,108,36
female,63,190,26,moderate,lose_weight,55,139,1910,103,268,46
male,70,183,22,moderate,lose_weight,44,82,2015,115,261,56
female,75,183,44,moderate,gain_weight,83,52,2652,147,376,61
male,54,163,22,low,lose_weight,37,161,1088,89,123,26
female,76,152,27,moderate,lose_weight,68,93,1537,151,145,38
male,92,152,47,high,lose_weight,77,45,2140,172,239,54
female,50,155,20,low,gain_weight,55,113,1814,105,256,40
female,73,151,49,low,gain_weight,87,159,1792,151,187,48
male,90,172,43,moderate,gain_weight,114,106,3008,153,377,98
female,93,156,37,moderate,gain_weight,104,126,2816,156,367,80
female,67,178,33,low,gain_weight,76,71,2043,134,233,63
female,58,154,19,moderate,gain_weight,69,73,2212,96,320,60
female,50,165,27,high,gain_weight,57,95,2426,88,389,57
female,92,182,43,low,build_muscle,98,47,2212,190,228,59
male,61,184,48,high,lose_weight,51,70,1890,117,259,42
female,63,153,27,moderate,lose_weight,49,91,1397,114,149,37
female,86,189,35,moderate,build_muscle,90,100,2812,139,414,66
female,94,189,26,low,gain_weight,119,75,2433,181,274,67
female,77,166,29,high,lose_weight,71,43,1912,126,255,42
female,63,188,46,low,gain_weight,71,156,2021,136,259,48
female,79,172,47,high,gain_weight,99,73,2837,147,394,74
female,82,165,50,low,build_muscle,86,47,2186,140,274,58
male,57,164,29,high,lose_weight,42,113,1849,120,248,41
male,90,152,29,moderate,lose_weight,71,121,1948,191,162,59
female,83,176,23,moderate,gain_weight,97,163,2882,179,345,87
female,74,186,28,moderate,gain_weight,81,57,2786,132,387,78
female,84,176,50,moderate,gain_weight,88,177,2730,179,357,64
male,88,154,21,low,build_muscle,109,120,2410,180,288,58
female,65,167,22,high,lose_weight,44,136,1680,137,159,54
male,66,178,49,high,build_muscle,84,178,2926,144,431,69
female,53,188,49,low,lose_weight,36,49,911,110,71,20
female,85,161,29,moderate,build_muscle,105,117,2649,177,291,85
female,87,162,20,low,lose_weight,66,122,1279,155,76,39
female,65,166,29,moderate,build_muscle,80,31,2490,118,377,56
male,98,182,22,high,lose_weight,86,148,2794,177,344,78
male,76,178,25,high,build_muscle,79,141,3461,157,499,92
male,92,189,41,moderate,build_muscle,116,72,3145,172,401,94
male,98,154,43,low,lose_weight,71,179,1448,156,108,42
female,82,157,18,high,gain_weight,86,106,3054,176,390,87
female,57,157,46,low,lose_weight,40,53,626,106,7,18
female,53,165,38,moderate,lose_weight,34,73,1138,102,99,36
male,63,185,22,moderate,build_muscle,80,56,2966,130,409,89
male,61,156,39,moderate,build_muscle,66,118,2468,133,317,73
female,97,179,43,moderate,lose_weight,75,154,1916,209,134,59
female,94,188,33,low,lose_weight,56,163,1517,154,118,47
male,59,153,50,moderate,gain_weight,70,121,2439,121,326,71
female,69,162,25,high,gain_weight,74,30,2808,111,448,62
male,58,163,30,low,build_muscle,66,165,2145,97,282,69
male,89,174,38,moderate,build_muscle,101,128,3209,185,405,93
male,68,182,24,moderate,build_muscle,83,173,2911,113,403,93
female,98,189,19,high,lose_weight,82,86,2681,174,352,63
female,62,185,40,low,lose_weight,41,165,1055,134,53,33
male,88,160,18,moderate,build_muscle,113,31,3100,182,400,85
female,78,152,25,low,build_muscle,95,74,1990,155,210,58
male,81,157,43,low,gain_weight,94,69,2308,152,285,61
female,82,174,48,low,build_muscle,102,58,2150,152,248,60
female,73,186,42,moderate,build_muscle,76,167,2645,148,356,69
female,68,180,43,high,build_muscle,72,118,2764,143,391,69
male,78,180,47,high,gain_weight,82,98,3240,132,498,79
female,57,151,47,low,lose_weight,50,73,603,98,9,19
male,85,174,24,low,build_muscle,95,41,2571,136,324,80
male,81,169,49,low,gain_weight,87,33,2316,142,270,73
female,64,164,49,low,build_muscle,67,150,1806,126,189,60
female,81,174,44,moderate,build_muscle,104,57,2727,173,331,78
female,89,172,37,low,gain_weight,104,178,2158,145,239,68
male,61,172,39,moderate,gain_weight,78,46,2543,106,398,57
male,90,185,36,high,lose_weight,56,61,2571,150,357,60
female,95,181,29,high,lose_weight,88,97,2474,192,260,73
female,92,177,45,low,lose_weight,76,125,1320,174,77,34
